Brand,Family,Reference,Name,Movement,Produced,Limited,Bezel,Glass,Back,Shape,Diameter,Height,Lug Width,W/R,Nickname,Color,Finish,Indexes,Hands,Price,Materials
TAG Heuer,Link,"WAT2111.BA0950 (aka: WAT2111BA0950, WAT2111)",Link Calibre 6,"TAG Heuer caliber Calibre 6
Hours, Minutes, Small Seconds | Date",,No,,Sapphire,Open,Round,40.00 mm,,,200.00 m,,Ivory,,Stick / Dot,Stick,"""2950""",
TAG Heuer,Link,"WAT2113.BA0950 (aka: WAT2113BA0950, WAT2113)",Link Calibre 6,"TAG Heuer caliber Calibre 6
Hours, Minutes, Small Seconds | Date",,No,,Sapphire,Open,Round,40.00 mm,,,200.00 m,,Ivory,,Stick / Dot,Stick,"""3100""",
TAG Heuer,Link,"CAT2017.BA0952 (aka: CAT2017BA0952, CAT2017)",Link Calibre 16,"TAG Heuer caliber Calibre 16
Hours, Minutes, Small Seconds | Date | Chronograph",,No,,Sapphire,Open,Round,43.00 mm,,,200.00 m,,Black,,Stick / Dot,Stick,"""3500""",
TAG Heuer,Link,WBC2111.BA0603,Link Calibre 5 41 Stainless Steel / Silver / Bracelet,"TAG Heuer caliber Calibre 5
Hours, Minutes, Seconds | Date",2017,No,,Sapphire,Open,Round,41.00 mm,,,100.00 m,,Silver,,Stick / Dot,Stick,"""3150""",
TAG Heuer,Link,"WJF1352.BB0581 (aka: WJF1352BB0581, WJF1352)",Link Quartz 27 Stainless Steel - Yellow Gold / MOP,Unknown caliber Unspecified Quartz,,No,,Sapphire,Closed,Round,27.00 mm,,,200.00 m,,White,,Stick / Dot,Stick,"""2350""","Yellow Gold, Stainless Steel"
TAG Heuer,Link,"WJ201D.BA0591 (aka: WJ201DBA0591, WJ201D)",Link Calibre 5 Stainless Steel / Brown,"TAG Heuer caliber Calibre 5
Hours, Minutes, Seconds | Date",,No,"Rotating, 0-60 (Dive)",Sapphire,Open,Round,42.00 mm,,,200.00 m,,Brown,,Stick / Dot,Stick,"""3300""",
TAG Heuer,Link,"WJ201B.BA0591 (aka: WJ201BBA0591, WJ201B)",Link Calibre 5 Stainless Steel / Silver,"TAG Heuer caliber Calibre 5
Hours, Minutes, Seconds | Date",,No,"Rotating, 0-60 (Dive)",Sapphire,Open,Round,42.00 mm,,,200.00 m,,Silver,,Stick / Dot,Stick,"""3300""",
TAG Heuer,Link,"CJF2150.BB0595 (aka: CJF2150BB0595, CJF2150)",Link Calibre 16,,,No,,Sapphire,Open,Round,42.00 mm,,,200.00 m,,Silver,,Stick / Dot,Stick,"""5950""","Yellow Gold, Stainless Steel"
TAG Heuer,Link,"WJF1317.BA0572 (aka: WJF1317BA0572, WJF1317)",Link Quartz 27 Stainless Steel / MOP,Unknown caliber Unspecified Quartz,,No,,Sapphire,Closed,Round,27.00 mm,,,200.00 m,,White,,Gem-Set Indexes,Stick,"""2500""",
TAG Heuer,Link,"WAT1111.BA0950 (aka: WAT1111BA0950, WAT1111)",Link Quartz 39 Stainless Steel / Silver,Unknown caliber Unspecified Quartz,,No,"Rotating, 12 Hour",Sapphire,Closed,Round,39.00 mm,,,200.00 m,,Silver,,Stick / Dot,Stick,"""2100""",
TAG Heuer,Link,"WJF1353.BB0581 (aka: WJF1353BB0581, WJF1353)",Link Quartz Stainless Steel - Yellow Gold - Diamond / MOP,Unknown caliber Unspecified Quartz,,No,Gem-Set,Sapphire,Closed,Round,27.00 mm,,,200.00 m,,White,,Gem-Set Indexes,Stick,"""2950""","Yellow Gold, Stainless Steel"
TAG Heuer,Link,"WJF1354.BB0581 (aka: WJF1354BB0581, WJF1354)",Link Quartz 27 Stainless Steel - Yellow Gold - Diamond / MOP,Unknown caliber Unspecified Quartz,,No,Gem-Set,Sapphire,Closed,Round,27.00 mm,,,200.00 m,,White,,Gem-Set Indexes,Stick,"""5150""","Yellow Gold, Stainless Steel"
TAG Heuer,Link,"WJ1313.BA0572 (aka: WJ1313BA0572, WJ1313)",Link Quartz 27 Stainless Steel / MOP,Unknown caliber Unspecified Quartz,,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,27.00 mm,,,200.00 m,,White,,Gem-Set Indexes,Stick,"""1800""",
IWC,Pilot,"IW3717-01 (aka: 3717-01, IW371701)",Pilot's Watch Chronograph Stainless Steel / Black / Strap,"IWC caliber 79320
Hours, Minutes, Small Seconds | Date, Day | Chronograph",2006 - 2012,No,,Sapphire,Closed,Round,42.00 mm,14.70 mm,21.00 mm,60.00 m,,Black,,Arabic Numerals,Alpha,"""4500""",
IWC,Pilot,"IW3253-01 (aka: 3253-01, IW325301)",Pilot's Watch Mark XV Stainless Steel / Black / Strap,"IWC caliber 37524
Hours, Minutes, Seconds, World Time | Date",1999 - 2005,No,,Sapphire,Closed,Round,38.00 mm,10.15 mm,19.00 mm,60.00 m,,Black,,Arabic Numerals,Stick,"""2850""",
IWC,Pilot,"IW3741-01 (aka: 3741-01, IW374101)",Pilot's Watch Chronograph Mecaquartz Stainless Steel / Black / Strap,"Jaeger-LeCoultre caliber 631
Hours, Minutes, Small Seconds | Date | Chronograph",1993 - 2004,No,,Sapphire,Closed,Round,36.00 mm,10.20 mm,18.00 mm,60.00 m,,Black,,Arabic Numerals,Stick,"""2600""",
IWC,Pilot,"IW3717-04 (aka: 3717-04, IW371704)",Pilot's Watch Chronograph Stainless Steel / Black / Bracelet,"IWC caliber 79320
Hours, Minutes, Small Seconds | Date, Day | Chronograph",2006 - 2012,No,,Sapphire,Closed,Round,42.00 mm,14.70 mm,21.00 mm,60.00 m,,Black,,Arabic Numerals,Alpha,"""5700""",
IWC,Pilot,IW3777-31 (aka: IW377731),Pilot's Watch Chronograph Solidarity with Beirut,"IWC caliber 79320
Hours, Minutes, Small Seconds | Date, Day | Chronograph",2019,"Yes, 1000 units",,Sapphire,Closed,Round,43.00 mm,15.00 mm,21.00 mm,60.00 m,,Green,,Arabic Numerals,Alpha,NA,
IWC,Pilot,IW389401,Pilot's Watch Chronograph 41 Top Gun,"IWC caliber 69380
Hours, Minutes, Small Seconds | Date, Day | Chronograph, Column wheel",2023,No,,Sapphire,Closed,Round,41.90 mm,15.50 mm,20.00 mm,100.00 m,,Black,Matte,Arabic Numerals,Alpha,"""9700""","Titanium, Ceramic"
IWC,Pilot,"IW3251-01 (aka: 3251-01, IW325101)",Pilot's Watch UTC Stainless Steel / Black / Strap,"IWC caliber 37526
Hours, Minutes, Seconds, World Time, Additional 24 Hour Hand (adjustable) | Date",1998 - 2005,No,,Sapphire,Closed,Round,39.00 mm,13.50 mm,20.00 mm,60.00 m,,Black,,Arabic Numerals,Losange,"""3410""",
IWC,Pilot,"IW3706-03 (aka: 3706-03, IW370603)",Pilot's Watch Chronograph Stainless Steel / Black / English / Strap,"IWC caliber 7922
Hours, Minutes, Small Seconds | Date, Day | Chronograph",1994 - 2005,No,,Sapphire,Closed,Round,39.00 mm,14.60 mm,20.00 mm,60.00 m,,Black,,Arabic Numerals,Stick,"""3410""",
IWC,Pilot,IW3269-06 (aka: IW326906),Pilot's Watch Automatic Top Gun,"IWC caliber 32110
Hours, Minutes, Seconds | Date",,No,,Sapphire,Closed,Round,41.00 mm,11.40 mm,,60.00 m,,Black,,Arabic Numerals,Alpha,"""7000""","Titanium, Ceramic"
IWC,Pilot,IW3777-30 (aka: IW377730),Pilot's Watch Chronograph Orange Storm,"IWC caliber 79320
Hours, Minutes, Small Seconds | Date, Day | Chronograph",2020,No,,Sapphire,Closed,Round,43.00 mm,15.00 mm,21.00 mm,60.00 m,,Black,,Arabic Numerals,Alpha,"""6650""",
IWC,Pilot,IW3281-02 (aka: IW328102),Pilot's Watch Automatic RAAF,"IWC caliber 32111
Hours, Minutes, Seconds | Date",2022,No,,Sapphire,Closed,Round,41.00 mm,11.40 mm,20.00 mm,100.00 m,,Blue,Sunburst,Arabic Numerals,Stick,NA,"Titanium, Ceramic"
IWC,Pilot,IW3894-04 (aka: IW389404),Pilot's Watch Chronograph 41 Top Gun Oceana,"IWC caliber 69380
Hours, Minutes, Small Seconds | Date, Day | Chronograph, Column wheel",2023,No,,Sapphire,Closed,Round,41.90 mm,15.50 mm,20.00 mm,100.00 m,,Blue,Matte,Arabic Numerals,Alpha,"""12900""","Titanium, Ceramic"
IWC,Pilot,IW3282-01 (aka: IW328201),Pilot's Watch Mark XX Stainless Steel / Black,"IWC caliber 32111
Hours, Minutes, Seconds | Date",2022,No,,Sapphire,Closed,Round,40.00 mm,10.80 mm,20.00 mm,100.00 m,,Black,Matte,Arabic Numerals,Alpha,"""5550""",
IWC,Pilot,IW3281-01 (aka: IW328101),Pilot's Watch Automatic Edition Laureus Sport for Good,"IWC caliber 32111
Hours, Minutes, Seconds | Date",2021,"Yes, 750 units",,Sapphire,Closed,Round,41.00 mm,11.40 mm,20.00 mm,100.00 m,,Blue,Matte,Arabic Numerals,Alpha,"""7100""","Titanium, Ceramic"
IWC,Pilot,"IW3706-01 (aka: 3706-01, IW370601)",Pilot's Watch Chronograph Stainless Steel / Black / German / Strap,"IWC caliber 7922
Hours, Minutes, Small Seconds | Date, Day | Chronograph",1994 - 2005,No,,Sapphire,Closed,Round,39.00 mm,14.60 mm,20.00 mm,60.00 m,,Black,,Arabic Numerals,Stick,"""3410""",
IWC,Pilot,"IW3270-01 (aka: 3270-01, IW327001)",Pilot's Watch Mark XVIII,"IWC caliber 30110
Hours, Minutes, Seconds | Date",2016,No,,Sapphire,Closed,Round,40.00 mm,11.00 mm,20.00 mm,60.00 m,,Black,,Arabic Numerals,Alpha,"""4560""",
IWC,Pilot,IW3881-10 (aka: IW388110),Pilot's Watch Chronograph 41 Red Gold / Green,"IWC caliber 69385
Hours, Minutes, Small Seconds | Date, Day | Chronograph, Column wheel",2023,No,,Sapphire,Open,Round,41.00 mm,14.50 mm,20.00 mm,100.00 m,,Green,Sunburst,Arabic Numerals,Alpha,"""24400""",
IWC,Pilot,"IW3251-10 (aka: 3251-10, IW325110)",Pilot's Watch Spitfire UTC Stainless Steel / Silver / Strap,"IWC caliber 30710
Hours, Minutes, Seconds, Additional 24 Hour Hand (adjustable) | Date",2006 - 2012,No,,Sapphire,Closed,Round,39.00 mm,12.50 mm,20.00 mm,60.00 m,,Silver,,Arabic Numerals,Losange,"""3950""",
IWC,Pilot,IW3787-08,Pilot's Watch Chronograph Spitfire Collectors Forum CF3,"IWC caliber 89365
Hours, Minutes, Small Seconds | Date | Chronograph, Flyback",2016 - 2016,"Yes, 250 units",,Sapphire,Closed,Round,43.00 mm,15.50 mm,,60.00 m,,Black,,Arabic Numerals,Alpha,NA,
IWC,Pilot,"IW3717-12 (aka: 3717-12, IW371712)",Pilot's Watch Spitfire Chronograph Laureus,"IWC caliber 79320
Hours, Minutes, Small Seconds | Date, Day | Chronograph",2007 - 2007,"Yes, 2500 units",,Sapphire,Closed,Round,42.00 mm,14.70 mm,21.00 mm,60.00 m,,Blue,,Arabic Numerals,Dauphine,"""4100""",
IWC,Pilot,"IW3255-01 (aka: 3255-01, IW325501)",Pilot's Watch Mark XVI Stainless Steel / Black / Strap,"IWC caliber 30110
Hours, Minutes, Seconds | Date",2006 - 2012,No,,Sapphire,Closed,Round,39.00 mm,11.50 mm,20.00 mm,60.00 m,,Black,,Arabic Numerals,Alpha,"""3600""",
IWC,Pilot,"IW3706-07 (aka: 3706-07, IW370607)",Pilot's Watch Chronograph Stainless Steel / Black / English / Bracelet,"IWC caliber 7922
Hours, Minutes, Small Seconds | Date, Day | Chronograph",1994 - 2005,No,,Sapphire,Closed,Round,39.00 mm,14.60 mm,20.00 mm,60.00 m,,Black,,Arabic Numerals,Stick,"""4550""",
IWC,Pilot,"IW3777-01 (aka: 3777-01, IW377701)",Pilot's Watch Chronograph Stainless Steel / Black / Strap,"IWC caliber 79320
Hours, Minutes, Small Seconds | Date, Day | Chronograph",2012 - 2016,No,,Sapphire,Closed,Round,43.00 mm,15.00 mm,21.00 mm,60.00 m,,Black,,Arabic Numerals,Alpha,"""5700""",
IWC,Pilot,"IW3740-01 (aka: 3740-01, IW374001)",Pilot's Watch Chronograph Mechaquartz,"Jaeger-LeCoultre caliber 631
Hours, Minutes, Small Seconds | Date | Chronograph",1989 - 1992,No,,Plexi,Closed,Round,36.00 mm,10.20 mm,18.00 mm,60.00 m,,Black,,Arabic Numerals,Stick,NA,
IWC,Pilot,IW3282-04 (aka: IW328204),Pilot's Watch Mark XX Stainless Steel / Blue / Bracelet,"IWC caliber 32111
Hours, Minutes, Seconds | Date",2022,No,,Sapphire,Closed,Round,40.00 mm,10.80 mm,20.00 mm,100.00 m,,Blue,Sunburst,Arabic Numerals,Alpha,"""6850""",
IWC,Pilot,"IW3777-09 (aka: 3777-09, IW377709)",Pilot's Watch Chronograph Stainless Steel / Black / Strap,"IWC caliber 79320
Hours, Minutes, Small Seconds | Date, Day | Chronograph",2016 - 2022,No,,Sapphire,Closed,Round,43.00 mm,15.00 mm,21.00 mm,60.00 m,,Black,,Arabic Numerals,Alpha,"""5600""",
IWC,Pilot,IW3282-03 (aka: IW328203),Pilot's Watch Mark XX Stainless Steel / Blue,"IWC caliber 32111
Hours, Minutes, Seconds | Date",2022,No,,Sapphire,Closed,Round,40.00 mm,10.80 mm,20.00 mm,100.00 m,,Blue,Sunburst,Arabic Numerals,Alpha,"""5550""",
IWC,Pilot,IW3268-01 (aka: IW326801),Pilot's Watch Automatic Spitfire Stainless Steel / Black / NATO,"IWC caliber 32110
Hours, Minutes, Seconds | Date",2019,No,,Sapphire,Closed,Round,39.00 mm,10.80 mm,,60.00 m,,Black,Matte,Arabic Numerals,Alpha,"""4900""",
IWC,Pilot,IW3269-01 (aka: IW326901),Pilot's Watch Automatic Top Gun,"IWC caliber 32110
Hours, Minutes, Seconds | Date",,No,,Sapphire,Closed,Round,41.00 mm,11.40 mm,,60.00 m,,Black,,Arabic Numerals,Alpha,"""6250""","Titanium, Ceramic"
IWC,Pilot,IW3891-01 (aka: IW389101),Pilot's Watch Chronograph Top Gun,"IWC caliber 69380
Hours, Minutes, Small Seconds | Date, Day | Chronograph, Column wheel",2019,No,,Sapphire,Closed,Round,44.50 mm,15.70 mm,21.00 mm,60.00 m,,Black,Matte,Arabic Numerals,Alpha,"""8450""","Titanium, Ceramic"
IWC,Pilot,IW3890-04 (aka: IW389004),Pilot’s Watch Top Gun Chronograph Strike Fighter Tactics Instructor,"IWC caliber 89361
Hours, Minutes, Small Seconds | Date | Chronograph, Flyback",2016,No,,Sapphire,Closed,Round,44.00 mm,16.50 mm,,60.00 m,,Black,,Arabic Numerals,Alpha,NA,"Titanium, Ceramic"
IWC,Pilot,"IW3878-02 (aka: 3878-02, IW387802)",Pilot's Watch Spitfire Chronograph,"IWC caliber 89365
Hours, Minutes, Small Seconds | Date | Chronograph, Flyback",2012 - 2016,No,,Sapphire,Closed,Round,43.00 mm,15.50 mm,,60.00 m,Ardiose,Grey,,Arabic Numerals,Alpha,"""10100""",
IWC,Pilot,"IW3270-08 (aka: IW327008, SWFA)",Pilot's Watch Mark XVIII Special Watch for Aviators / Andrew Thomas,"IWC caliber 30110
Hours, Minutes, Seconds | Date",2017,"Yes, 27 units",,Sapphire,Closed,Round,40.00 mm,10.80 mm,20.00 mm,60.00 m,,Black,Matte,Mixed,Stick,"""4790""",
IWC,Pilot,"IW3878-04 (aka: 3878-04, IW387804)",Pilot's Watch Spitfire Chronograph Bracelet,"IWC caliber 89365
Hours, Minutes, Small Seconds | Date | Chronograph, Flyback",2012 - 2016,No,,Sapphire,Closed,Round,43.00 mm,15.50 mm,,60.00 m,Ardiose,Grey,,Arabic Numerals,,"""10900""",
IWC,Pilot,IW3282-02 (aka: IW328202),Pilot's Watch Mark XX Stainless Steel / Black / Bracelet,"IWC caliber 32111
Hours, Minutes, Seconds | Date",2022,No,,Sapphire,Closed,Round,40.00 mm,10.80 mm,20.00 mm,100.00 m,,Black,Matte,Arabic Numerals,Alpha,"""6850""",
IWC,Pilot,"IW3256-01 (aka: 3256-01, IW325601)",Pilot's Watch Midsize / Black Alligator,"IWC caliber 30110
Hours, Minutes, Seconds | Date",2006 - 2007,No,,Sapphire,Closed,Round,34.00 mm,10.10 mm,16.00 mm,60.00 m,,Black,,Arabic Numerals,Losange,"""2730""",
IWC,Pilot,"IW3251-03 (aka: 3251-03, IW325103)",Pilot's Watch UTC Platinum / Blue / Strap,"IWC caliber 37526
Hours, Minutes, Seconds, World Time, Additional 24 Hour Hand (adjustable) | Date",1999 - 2003,"Yes, 500 units",,Sapphire,Closed,Round,39.00 mm,12.50 mm,20.00 mm,60.00 m,,Blue,,Arabic Numerals,,"""16000""",
IWC,Pilot,IW3251-08 (aka: IW325108),Pilot's Watch Spitfire UTC Stainless Steel / Silver / Bracelet,"IWC caliber 30710
Hours, Minutes, Seconds, Additional 24 Hour Hand (adjustable) | Date",2005 - 2010,No,,Sapphire,Closed,Round,39.00 mm,12.50 mm,20.00 mm,60.00 m,,Silver,,Arabic Numerals,Alpha,NA,
IWC,Pilot,IW3777-17 (aka: IW377717),Pilot's Watch Chronograph Stainless Steel / Le Petit Prince / Bracelet,"IWC caliber 79320
Hours, Minutes, Small Seconds | Date, Day | Chronograph",2016 - 2022,No,,Sapphire,Closed,Round,43.00 mm,15.00 mm,21.00 mm,60.00 m,,Blue,,Arabic Numerals,Alpha,"""6650""",
IWC,Pilot,IW3282-06 (aka: IW328206),Pilot's Watch Mark XX Stainless Steel / Green / Bracelet,"IWC caliber 32111
Hours, Minutes, Seconds | Date",2022,No,,Sapphire,Closed,Round,40.00 mm,10.80 mm,20.00 mm,100.00 m,,Green,Sunburst,Arabic Numerals,Alpha,"""6850""",
IWC,Pilot,IW3881-11 (aka: IW388111),Pilot's Watch Chronograph 41 Stainless Steel / Black,"IWC caliber 69385
Hours, Minutes, Small Seconds | Date, Day | Chronograph, Column wheel",2023,No,,Sapphire,Open,Round,41.00 mm,14.50 mm,20.00 mm,100.00 m,,Black,Matte,Arabic Numerals,Alpha,"""8450""",
IWC,Pilot,"IW3265-01 (aka: 3265-01, IW326501)",Pilot's Watch Mark XVII,"IWC caliber 30110
Hours, Minutes, Seconds | Date",2012 - 2016,No,,Sapphire,Closed,Round,41.00 mm,11.00 mm,,60.00 m,,Black,,Arabic Numerals,Alpha,"""4700""",
IWC,Pilot,"IW3777-14 (aka: 3777-14, IW377714)",Pilot's Watch Chronograph Stainless Steel / Le Petit Prince,"IWC caliber 79320
Hours, Minutes, Small Seconds | Date, Day | Chronograph",2016 - 2022,No,,Sapphire,Closed,Round,43.00 mm,15.00 mm,21.00 mm,60.00 m,,Blue,,Arabic Numerals,Alpha,"""5600""",
IWC,Pilot,IW3706-23 (aka: IW370623),Pilot's Watch Spitfire Chronograph Stainless Steel / Silver / English / Strap,"IWC caliber 7922
Hours, Minutes, Small Seconds | Date, Day | Chronograph",2003 - 2006,No,,Sapphire,Closed,Round,39.00 mm,14.60 mm,20.00 mm,60.00 m,,Silver,,Arabic Numerals,Alpha,NA,
IWC,Pilot,IW3881-05 (aka: IW388105),Pilot's Watch Chronograph 41 C.03 Collective Horology,"IWC caliber 69385
Hours, Minutes, Small Seconds | Date, Day | Chronograph, Column wheel",2021,No,,Sapphire,Open,Round,41.00 mm,14.50 mm,20.00 mm,100.00 m,,Black,Matte,Arabic Numerals,Alpha,NA,
IWC,Pilot,"IW3880-01 (aka: 3880-01, IW388001)",Pilot’s Watch Top Gun Chronograph,"IWC caliber 89365
Hours, Minutes, Small Seconds | Date | Chronograph, Flyback",2012 - 2016,No,,Sapphire,Closed,Round,46.00 mm,16.50 mm,22.00 mm,60.00 m,,Black,,Arabic Numerals,Alpha,"""11400""",
IWC,Pilot,"IW3255-04 (aka: 3255-04, IW325504)",Pilot's Watch Mark XVI Stainless Steel / Black / Bracelet,"IWC caliber 30110
Hours, Minutes, Seconds | Date",2006 - 2012,No,,Sapphire,Closed,Round,39.00 mm,11.50 mm,20.00 mm,60.00 m,,Black,,Arabic Numerals,Alpha,"""4800""",
IWC,Pilot,"IW3241-01 (aka: 3241-001, IW324101)",Pilot's Watch Mark XII Stainless Steel / Black / Strap,"IWC caliber 8842
Hours, Minutes, Seconds | Date",1994 - 1999,No,,Sapphire,Closed,Round,36.00 mm,10.40 mm,18.00 mm,60.00 m,,Black,,Arabic Numerals,Stick,NA,
IWC,Pilot,IW3879-02 (aka: IW387902),Pilot's Watch Spitfire Chronograph Spitfire Bronze / Green,"IWC caliber 69380
Hours, Minutes, Small Seconds | Date, Day | Chronograph, Column wheel",2018,No,,Sapphire,Closed,Round,41.00 mm,15.30 mm,20.00 mm,60.00 m,,Green,,Arabic Numerals,Alpha,"""7100""","Titanium, Bronze"
IWC,Pilot,"IW3717-02 (aka: 3717-02, IW371702)",Pilot's Watch Spitfire Chronograph Stainless Steel / Silver / Strap,"IWC caliber 79320
Hours, Minutes, Small Seconds | Date, Day | Chronograph",2009 - 2012,No,,Sapphire,Closed,Round,42.00 mm,14.70 mm,21.00 mm,60.00 m,,Silver,,Arabic Numerals,Alpha,"""4500""",
IWC,Portugieser,IW3583-13 (aka: IW358313),Portugieser Automatic 40 Stainless Steel / Salmon,"IWC caliber 82200
Hours, Minutes, Small Seconds",2023,No,,Sapphire,Open,Round,40.40 mm,12.40 mm,20.00 mm,30.00 m,,Pink,Sunburst,Arabic Numerals,Feuille,"""7700""",
IWC,Portugieser,"IW3714-01 (aka: 3714-01, IW371401)",Portuguese Chrono-Automatic Stainless Steel / Silver,"IWC caliber 79350
Hours, Minutes | Chronograph",1998 - 2012,No,,Sapphire,Closed,Round,40.90 mm,12.30 mm,20.00 mm,30.00 m,,Silver,,Arabic Numerals,Feuille,"""7400""",
IWC,Portugieser,IW5007-07 (aka: IW500707),Portugieser Automatic 5007 Stainless Steel / Silver / Ginza,"IWC caliber 52010
Hours, Minutes, Small Seconds | Date | Power Reserve Indicator",2015,"Yes, 55 units",,Sapphire,Open,Round,42.30 mm,14.50 mm,,30.00 m,,Grey,,Arabic Numerals,Feuille,NA,
IWC,Portugieser,"IW3714-46 (aka: 3714-46, IW371446)",Portuguese Chrono-Automatic Stainless Steel / Silver,"IWC caliber 79350
Hours, Minutes | Chronograph",2012 - 2019,No,,Sapphire,Closed,Round,40.90 mm,12.30 mm,20.00 mm,30.00 m,,Silver,,Arabic Numerals,Feuille,"""7700""",
IWC,Portugieser,"IW5001-07 (aka: 5001-07, IW500107)",Portuguese Automatic Stainless Steel / Silver,"IWC caliber 51011
Hours, Minutes, Small Seconds | Date | Power Reserve Indicator",2004 - 2015,No,,Sapphire,Open,Round,42.30 mm,13.90 mm,22.00 mm,30.00 m,,Silver,,Arabic Numerals,Feuille,"""12100""",
IWC,Portugieser,"IW3714-45 (aka: 3714-45, IW371445)",Portuguese Chrono-Automatic Stainless Steel / Silver,"IWC caliber 79350
Hours, Minutes | Chronograph",2011 - 2019,No,,Sapphire,Closed,Round,40.90 mm,12.30 mm,20.00 mm,30.00 m,,Silver,,Arabic Numerals,Feuille,"""7700""",
IWC,Portugieser,"IW3714-17 (aka: 3714-17, IW371417)",Portuguese Chrono-Automatic Stainless Steel / Silver,"IWC caliber 79350
Hours, Minutes | Chronograph",1998 - 2016,No,,Sapphire,Closed,Round,40.90 mm,12.30 mm,20.00 mm,30.00 m,,Silver,,Arabic Numerals,Feuille,"""7400""",
IWC,Portugieser,IW3716-04 (aka: IW371604),Portugieser Chronograph Stainless Steel / Silver - Rose,"IWC caliber 69355
Hours, Minutes, Small Seconds | Chronograph, Column wheel",2019,No,,Sapphire,Open,Round,41.00 mm,13.10 mm,20.00 mm,30.00 m,,Silver,Matte,Arabic Numerals,Feuille,"""7950""",
IWC,Portugieser,IW3716-02 (aka: IW371602),"Portugieser Chronograph ""150 Years"" Stainless Steel / White","IWC caliber 69355
Hours, Minutes, Small Seconds | Chronograph, Column wheel",2018,"Yes, 2000 units",,Sapphire,Open,Round,41.00 mm,13.10 mm,20.00 mm,30.00 m,,White,,Arabic Numerals,Feuille,"""8000""",
IWC,Portugieser,IW3716-20 (aka: IW371620),Portugieser Chronograph Stainless Steel / Silver - Blue / Rubber,"IWC caliber 69355
Hours, Minutes, Small Seconds | Chronograph, Column wheel",2022,No,,Sapphire,Open,Round,41.00 mm,13.10 mm,20.00 mm,30.00 m,,Silver,Matte,Arabic Numerals,Feuille,"""9100""",
IWC,Portugieser,IW3266-06 (aka: IW326606),Portugieser Yacht Club Worldtimer Stainless Steel / Solaris,"IWC caliber 35750
Hours, Minutes, Seconds, World Time | Date",2017,"Yes, 100 units",,Sapphire,Closed,Round,45.40 mm,14.00 mm,22.00 mm,60.00 m,,Blue,,Arabic Numerals,Feuille,NA,
IWC,Portugieser,"IW5001-09 (aka: 5001-09, IW500109)",Portuguese Automatic Stainless Steel / Black,"IWC caliber 51011
Hours, Minutes, Small Seconds | Date | Power Reserve Indicator",2004 - 2015,No,,Sapphire,Open,Round,42.30 mm,13.90 mm,22.00 mm,30.00 m,,Black,,Arabic Numerals,Feuille,"""12100""",
IWC,Portugieser,"IW5001-14 (aka: 5001-14, IW500114)",Portuguese Automatic Stainless Steel / Silver,"IWC caliber 51011
Hours, Minutes, Small Seconds | Date | Power Reserve Indicator",2009 - 2015,No,,Sapphire,Open,Round,42.30 mm,13.90 mm,22.00 mm,30.00 m,,Silver,,Arabic Numerals,Feuille,"""12100""",
IWC,Portugieser,IW3776-02 (aka: IW377602),Portugieser Grande Complication Red Gold,"IWC caliber 79091
Hours, Minutes, Small Seconds | Date, Day, Month, Perpetual Calendar, Year Indicator | Chronograph | Moonphase | Minute Repeater",2015,"Yes, 250 units",,Sapphire,Closed,Round,45.00 mm,16.50 mm,22.00 mm,30.00 m,,Silver,,Arabic Numerals,Feuille,"""209000""",
IWC,Portugieser,"IW5022-18 (aka: 5022-18, IW502218)",Portuguese Perpetual Calendar 5022 White Gold / Ardoise,"IWC caliber 51613
Hours, Minutes, Small Seconds | Date, Day, Month, Perpetual Calendar, Year Indicator | Moonphase | Power Reserve Indicator",2006 - 2010,No,,Sapphire,Open,Round,42.30 mm,15.60 mm,22.00 mm,30.00 m,Ardiose,Grey,,Arabic Numerals,Feuille,"""29800""",
IWC,Portugieser,"IW5001-12 (aka: 5001-12, IW500112)",Portuguese Automatic Laureus,"IWC caliber 51011
Hours, Minutes, Small Seconds | Date | Power Reserve Indicator",2009 - 2009,"Yes, 1000 units",,,,Round,42.30 mm,13.90 mm,22.00 mm,30.00 m,,Blue,,Arabic Numerals,,"""11100""",
IWC,Portugieser,IW3716-05 (aka: IW371605),Portugieser Chronograph Stainless Steel / Silver - Blue,"IWC caliber 69355
Hours, Minutes, Small Seconds | Chronograph, Column wheel",2019,No,,Sapphire,Open,Round,41.00 mm,13.10 mm,20.00 mm,30.00 m,,Silver,Matte,Arabic Numerals,Feuille,"""7950""",
IWC,Portugieser,IW3583-05 (aka: IW358305),Portugieser Automatic 40 Stainless Steel / Blue / Alligator,"IWC caliber 82200
Hours, Minutes, Small Seconds",2020,No,,Sapphire,Open,Round,40.40 mm,12.40 mm,20.00 mm,30.00 m,,Blue,,Arabic Numerals,Feuille,"""7450""",
IWC,Portugieser,IW5901-10 (aka: IW590110),Portugieser Constant-Force Tourbillon Double Moon Platinum / Green,"IWC caliber 94800
Minutes, Hours, Small Seconds | Moonphase | Constant Force Mechanism, Tourbillon Escapement, Power Reserve Indicator",2019 - 2020,"Yes, 5 units",,Sapphire,Open,Round,46.00 mm,13.40 mm,,30.00 m,,Green,Sunburst,Arabic Numerals,Feuille,NA,
